Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID
,,,,,5,30,,,,669.838,670.258,,,,,,,,,,,804.182,806.269,,,
,,,,,8,301,,,,,,,,,,,,,,,,806.911,808.332,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,7,8,812,2,3,734,,,,895.712,910.378,950.525,950.721,853.247,879.88,924.886,925.314,910.484,924.886,947.172,950.487,NA,NA,879.93,889.784,
,,,,,8,2848,,,,,,950.845,965.612,,,927.727,947.172,,,,,,,,,
,,,,,7,195,,,,,,965.81,966.668,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,8,8,970,7,4,1531,,,,1023.56,1024.91,1005.17,1009.99,NA,NA,986.831,995.682,1003.64,1005.09,1024.91,1026.3,1018.19,1019.77,996.001,996.091,
,,,,,3,105,,,,,,1010.6,1018.18,,,995.717,996,,,,,1021.84,1021.94,1000.79,1002.65,
,,,,,8,1027,,,,,,,,,,,,,,,,1022.16,1023.37,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,9,8,1032,3,5,2005,,,,1111.17,1111.59,1109.67,1109.77,1096.39,1103.81,1106.61,1109.67,1033.7,1067.88,1111.62,1112.07,1110.63,1111.14,1112.07,1114.23,
,,,,,3,435,,,,,,1109.99,1110.44,1103.83,1106.61,,,1080.19,1096.29,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,10,8,1118,7,7,238,,,,1185.72,1188.02,1151.56,1151.77,1189.1,1196.36,1183.36,1184.99,NA,NA,1184.99,1185.71,1119.61,1120.95,1188.02,1188.86,
,,,,,2,421,,,,1202.72,1203.53,1181.06,1183.36,1203.88,1204.44,1202.3,1202.39,,,,,1143.07,1151.35,1203.77,1203.88,
,,,,,4,516,,,,,,1201.94,1202.3,,,,,,,,,1152.49,1180.44,,,
,,,,,6,184,,,,,,,,,,,,,,,,1200.23,1201.9,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
152,1,8,0,2,7,229,733,ordered by score,,NA,NA,59.253,60.136,72.013,72.544,39.706,57.036,74.243,74.519,72.567,72.614,25.67,39.705,68.57,72.013,AEMQTBRPPWJTC
,,,,,4,1225,,,,,,64.45,68.569,82.6,86.163,57.346,59.253,92.701,93.293,93.308,93.672,89.573,90.467,86.163,86.759,
,,,,,2,203,,,,,,,,92.204,92.701,86.759,88.017,,,,,,,,,
,,,,,8,403,,,,,,,,,,90.467,91.659,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,2,8,95,4,4,204,,,,142.336,142.866,NA,NA,141.873,142.336,131.118,138.138,141.311,141.873,138.27,140.714,140.715,141.31,142.866,143.742,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,3,8,145,3,6,482,,,,179.096,187.073,208.409,208.51,202.225,202.536,NA,NA,187.073,187.151,148.951,149.752,207.364,208.273,NA,NA,
,,,,,4,171,,,,187.248,191.458,,,202.937,207.364,,,191.458,193.793,161.371,179.095,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,4,8,210,2,7,2010,,,,277.771,284.458,287.123,289.695,NA,NA,284.458,286.763,292.436,294.441,258.441,269.86,243.279,258.441,273.891,274.013,
,,,,,6,3146,,,,,,289.924,290.032,,,290.255,292.435,,,,,,,274.87,276.968,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,5,8,296,2,6,325,,,,361.654,371.015,360.74,361.463,329.575,344.139,322.07,329.575,350.677,360.739,NA,NA,309.587,321.846,344.14,350.677,
,,,,,7,426,,,,,,371.151,377.102,,,,,,,,,,,,,
,,,,,4,300,,,,,,377.376,378.086,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,6,8,380,1,8,301,,,,406.884,409.416,396.192,397.218,NA,NA,413.836,427.475,NA,NA,409.417,411.551,411.551,413.835,383.227,396.192,
,,,,,5,30,,,,428.582,429.029,399.122,406.884,,,465.159,465.402,,,428.135,428.582,427.497,428.135,397.218,399.122,
,,,,,2,312,,,,457.496,463.125,444.252,444.474,,,,,,,463.984,464.381,464.381,465.159,429.029,429.757,
,,,,,1,1004,,,,463.135,463.984,445.098,457.496,,,,,,,,,,,430.634,431.131,
,,,,,3,152,,,,,,,,,,,,,,,,,,431.773,443.494,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,7,8,466,3,4,1012,,,,512.081,513.227,NA,NA,493.82,508.787,482.041,493.736,NA,NA,511.452,512.081,NA,NA,508.788,511.451,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,514,2,8,1027,,,,551.355,556.04,558.969,573.765,590.845,591.295,573.765,582.057,556.04,558.969,NA,NA,NA,NA,543.758,551.355,
,,,,,1,835,,,,,,582.057,584.076,,,589.952,590.382,,,,,,,,,
,,,,,5,542,,,,,,585.102,589.952,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,9,8,592,3,3,435,,,,NA,NA,653.672,654.119,616.764,617.029,641.458,648.409,653.11,653.672,636.692,641.458,654.119,655.012,648.409,652.315,
,,,,,6,1283,,,,,,,,621.615,636.691,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,10,8,656,7,1,1713,,,,672.226,672.306,688.958,689.635,729.939,730.552,720.091,720.35,722.258,729.939,689.683,695.601,707.193,714.28,700.494,707.063,
,,,,,6,184,,,,676.781,677.657,,,,,,,,,,,717.278,720.09,,,
,,,,,2,421,,,,686.707,688.958,,,,,,,,,,,720.39,721.2,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
153,1,8,0,6,8,403,134,ordered by score,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.307,5.687,4.583,5.081,3.317,3.379,A1XQLUUL2K4DC7
,,,,,3,205,,,,,,,,,,,,,,,,,,3.487,3.753,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,2,8,12,3,8,330,,,,NA,NA,NA,NA,14.693,15.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,4,204,,,,,,,,15.369,15.757,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,3,8,24,4,5,260,,,,NA,NA,24.424,24.444,NA,NA,23.459,23.505,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,3,280,,,,,,,,,,23.686,24.407,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,4,8,31,8,3,466,,,,31.199,31.315,NA,NA,NA,NA,NA,NA,33.227,35.333,NA,NA,NA,NA,31.393,32.007,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,5,8,41,5,5,4414,,,,NA,NA,43.124,43.862,NA,NA,NA,NA,42.13,42.246,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,,,,,,,,,47.749,48.207,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,6,8,55,6,3,152,,,,54.732,55.177,NA,NA,53.804,54.057,NA,NA,NA,NA,55.379,55.712,NA,NA,NA,NA,
,,,,,8,301,,,,55.734,55.791,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,7,8,62,1,6,860,,,,66.007,66.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,66.451,66.771,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,8,8,74,2,2,4415,,,,NA,NA,74.638,77.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,7,108,,,,,,78.22,80.855,,,,,,,,,,,,,
,,,,,6,333,,,,,,82.261,82.564,,,,,,,,,,,,,
,,,,,8,1027,,,,,,82.907,83.007,,,,,,,,,,,,,
,,,,,4,1531,,,,,,83.272,84.226,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,9,8,91,5,3,435,,,,NA,NA,NA,NA,NA,NA,93.954,94.032,94.396,94.412,NA,NA,NA,NA,NA,NA,
,,,,,6,1283,,,,,,,,,,95.019,95.042,94.428,94.587,,,,,,,
,,,,,2,1394,,,,,,,,,,,,94.63,94.98,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,10,8,102,1,5,179,,,,120.226,120.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,6,184,,,,120.792,121.376,,,,,,,,,,,,,,,
,,,,,7,238,,,,122.176,122.526,,,,,,,,,,,,,,,
,,,,,1,1713,,,,123.219,123.512,,,,,,,,,,,,,,,
,,,,,3,469,,,,125.104,125.26,,,,,,,,,,,,,,,
,,,,,4,516,,,,125.742,126.139,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
154,1,8,0,4,8,403,921,ordered by score,,40.795,41.545,NA,NA,64.629,64.98,26.388,26.425,41.545,53.794,65.085,65.527,NA,NA,14.39,15.389,A2WH3GIS2KF8LU
,,,,,4,1225,,,,,,,,,,26.805,30.909,62.409,62.461,,,,,,,
,,,,,1,219,,,,,,,,,,31.187,31.797,,,,,,,,,
,,,,,5,451,,,,,,,,,,31.97,40.295,,,,,,,,,
,,,,,7,229,,,,,,,,,,53.794,62.025,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,2,8,75,4,7,1203,,,,149.181,151.757,144.749,144.879,NA,NA,114.594,115.005,NA,NA,108.629,108.877,98.557,98.573,NA,NA,
,,,,,6,1265,,,,151.885,152.053,,,,,,,,,109.005,109.7,100.955,101.456,,,
,,,,,4,204,,,,,,,,,,,,,,115.445,115.725,,,,,
,,,,,5,919,,,,,,,,,,,,,,115.855,115.885,,,,,
,,,,,3,1347,,,,,,,,,,,,,,116.125,116.173,,,,,
,,,,,8,330,,,,,,,,,,,,,,116.778,116.982,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,3,8,153,6,8,176,,,,211.235,219.149,NA,NA,NA,NA,178.173,178.619,209.825,210.634,188.989,189.045,189.149,189.372,176.667,177.806,
,,,,,4,171,,,,,,,,,,181.798,183.888,,,193.497,195.056,192.101,192.693,178.655,179.093,
,,,,,7,492,,,,,,,,,,,,,,204.821,205.317,207.581,208.083,180.717,181.773,
,,,,,6,482,,,,,,,,,,,,,,205.549,206.477,208.973,209.341,208.083,208.501,
,,,,,5,260,,,,,,,,,,,,,,206.75,207.581,,,208.814,208.905,
,,,,,2,139,,,,,,,,,,,,,,209.341,209.797,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,4,8,221,4,4,262,,,,330.112,331.721,333.581,337.589,320.09,325.665,272.291,273.416,273.416,277.357,325.665,329.527,296.909,309.013,337.827,347.965,
,,,,,5,1528,,,,332.413,333.581,,,,,277.373,277.701,278.376,294.58,,,310.532,310.796,,,
,,,,,7,2010,,,,,,,,,,277.709,278.155,295.841,296.541,,,311.542,320.089,,,
,,,,,3,466,,,,,,,,,,278.293,278.301,,,,,,,,,
,,,,,6,3146,,,,,,,,,,278.327,278.365,,,,,,,,,
,,,,,1,1490,,,,,,,,,,359.717,360.221,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,5,8,364,8,6,325,,,,NA,NA,386.803,386.909,406.949,412.125,464.021,468.425,419.421,419.429,385.589,385.773,NA,NA,389.837,399.461,
,,,,,2,211,,,,,,387.518,387.871,419.029,419.309,,,419.44,436.792,386.661,386.757,,,412.165,413.437,
,,,,,8,199,,,,,,389.789,389.821,,,,,438.365,441.149,387.885,387.933,,,413.453,413.694,
,,,,,3,588,,,,,,402.789,405.485,,,,,,,388.085,389.781,,,414.701,414.749,
,,,,,5,4414,,,,,,406.389,406.477,,,,,,,405.913,406.373,,,,,
,,,,,1,177,,,,,,413.709,413.757,,,,,,,413.783,414.229,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,6,8,481,3,2,312,,,,506.487,508.64,490.173,499.086,483.88,489.805,521.509,528.315,NA,NA,528.315,550.177,517.1,521.509,NA,NA,
,,,,,3,152,,,,509.925,517.1,,,490.005,490.133,,,,,,,,,,,
,,,,,1,1004,,,,,,,,500.509,500.569,,,,,,,,,,,
,,,,,7,1192,,,,,,,,506.005,506.486,,,,,,,,,,,
,,,,,8,301,,,,,,,,509.093,509.205,,,,,,,,,,,
,,,,,4,510,,,,,,,,509.469,509.901,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,7,8,551,2,3,734,,,,NA,NA,610.493,610.525,579.582,584.757,612.093,612.533,592.28,594.445,601.236,601.993,NA,NA,NA,NA,
,,,,,5,532,,,,,,610.853,611.767,588.124,592.249,,,595.686,598.437,,,,,,,
,,,,,6,860,,,,,,,,,,,,598.877,601.236,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,631,5,2,4415,,,,NA,NA,653.826,658.726,736.605,736.621,NA,NA,735.205,736.569,NA,NA,735.142,735.165,689.987,691.845,
,,,,,8,1027,,,,,,673.979,689.986,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,9,8,738,4,2,1394,,,,NA,NA,744.724,756.782,NA,NA,808.118,824.53,756.782,762.83,824.53,833.263,NA,NA,NA,NA,
,,,,,5,2005,,,,,,,,,,836.821,837.477,763.265,769.47,835.965,836.8,,,,,
,,,,,3,435,,,,,,,,,,841.762,845.517,769.549,770.879,837.485,841.245,,,,,
,,,,,1,708,,,,,,,,,,846.069,846.757,,,841.277,841.762,,,,,
,,,,,7,381,,,,,,,,,,,,,,850.43,850.709,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,10,8,852,2,4,516,,,,887.57,891.373,910.2,910.571,NA,NA,872.729,872.762,911.125,911.198,884.077,885.023,877.439,877.789,911.383,916.928,
,,,,,6,184,,,,,,910.757,910.781,,,872.933,874.269,,,,,885.093,885.242,,,
,,,,,7,238,,,,,,910.789,911.125,,,,,,,,,885.429,887.57,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
155,1,8,0,2,7,229,1133,ordered by score,,NA,NA,139.762,141.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AXGSUFCAK8W0H
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,2,8,143,2,4,204,,,,NA,NA,233.301,236.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,3,8,239,7,6,482,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.488,303.711,NA,NA,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,4,8,305,8,4,262,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.881,397.349,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,5,8,399,1,6,325,,,,572.635,577.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,6,8,579,7,6,985,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.662,654.893,NA,NA,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,7,8,656,3,4,1012,,,,NA,NA,NA,NA,809.123,814.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,8,8,816,2,6,333,,,,NA,NA,904.281,919.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,9,8,921,3,4,826,,,,NA,NA,NA,NA,1054.02,1056.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,10,8,1058,5,6,184,,,,NA,NA,NA,NA,NA,NA,NA,NA,1127.97,1130.42,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
