Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Total Experiment Time (Seconds),How Answers/Scores Ordered,Number of Characters in Each Answer,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,6,,,1283,,,,,,331.716,333.349,,,333.349,333.781,,,,,,,,13
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,13
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,3
,,,,,5,,,2005,,,,,,,,,,,,,,,,,,,9
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,16
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,15
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,336,3,3,,Random Score,469,,363.228,368.493,354.729,356.929,347.213,349.381,349.381,351.914,358.729,359.796,352.313,353.396,359.796,361.311,357.696,358.729,,7
,,,,,4,,,516,,,,357.06,357.696,371.66,372.042,,,,,,,,,,,,19
,,,,,6,,,184,,,,,,372.259,373.193,,,,,,,,,,,,13
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,18
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,4
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,3
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,19
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,2,0,1,1,138,Random Score,219,,-1.236,1.615,1.65,1.682,,,,,,,,,,,,,A1ZSFIIIU3WH9G,32
,,,,,2,,,203,,4.632,4.681,4.731,4.964,,,,,,,,,,,,,,81
,,,,,,,,,,6.881,7.982,5.197,6.797,,,,,,,,,,,,,,
,,,,,,,,,,,,8.015,8.031,,,,,,,,,,,,,,
,2,8,18,1,2,,Random Score,439,,20.098,21.214,15.664,20.098,22.798,23.498,29.447,29.749,21.215,22.798,29.031,29.447,29.797,30.513,28.315,28.348,,15
,,,,,1,,,753,,23.904,24.498,24.498,25.847,28.364,29.015,,,23.498,23.904,,,,,,,,21
,,,,,5,,,919,,26.147,27.147,27.364,27.533,,,,,28.03,28.314,,,,,,,,13
,,,,,8,,,330,,27.58,27.948,,,,,,,,,,,,,,,,13
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,18
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,3
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,6
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,38,2,2,,Random Score,139,,38.598,38.98,34.383,34.763,,,,,,,,,,,,,,82
,,,,,1,,,168,,52.747,52.847,44.898,44.996,,,,,,,,,,,,,,8
,,,,,,,,,,,,45.348,52.409,,,,,,,,,,,,,,
,,,,,,,,,,,,52.515,52.647,,,,,,,,,,,,,,
,4,2,60,1,1,,Random Score,1490,,57.014,58.231,60.764,60.864,,,,,,,,,,,,,,32
,,,,,2,,,149,,58.93,60.498,,,,,,,,,,,,,,,,93
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,68,4,4,,Random Score,300,,,,,,71.181,71.73,65.498,66.164,68.459,70.43,,,71.731,72.247,,,,7
,,,,,6,,,325,,,,,,,,66.413,67.947,,,,,,,,,,13
,,,,,5,,,4414,,,,,,,,68.291,68.459,,,,,,,,,,4
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,1
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,17
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,18
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,79,2,1,,Random Score,1004,,79.813,80.297,80.363,80.764,,,,,,,,,,,,,,45
,,,,,2,,,312,,,,81.115,81.796,,,,,,,,,,,,,,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,90,2,1,,Random Score,739,,87.463,88.777,89.264,89.529,,,,,,,,,,,,,,24
,,,,,2,,,302,,89.629,89.829,89.863,89.913,,,,,,,,,,,,,,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,98,2,1,,Random Score,835,,105.6,107.181,107.197,107.964,,,,,,,,,,,,,,18
,,,,,2,,,4415,,,,108.113,112.932,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,120,2,2,,Random Score,1394,,119.38,119.981,117.581,119.379,,,,,,,,,,,,,,17
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,127,1,1,,Random Score,1713,,123.831,125.291,128.664,129.613,,,,,,,,,,,,,,31
,,,,,2,,,421,,125.63,128.664,,,,,,,,,,,,,,,,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,2,0,1,2,85,Random Score,203,,3.049,6.732,1.316,1.366,,,,,,,,,,,,,AOTCPS24JM5DQ,49
,,,,,1,,,219,,,,2.198,2.949,,,,,,,,,,,,,,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,9,5,3,,Random Score,1347,,17.332,17.685,16.482,16.515,9.532,9.914,11.898,13.232,13.465,13.715,16.515,16.615,17.685,18.415,17.315,17.332,,25
,,,,,4,,,204,,,,,,10.065,10.099,,,13.882,16.461,16.895,17.298,,,,,,15
,,,,,5,,,919,,,,,,10.331,11.193,,,,,,,,,,,,8
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,22
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,19
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,23
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,13
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,20,1,2,,Random Score,139,,22.531,23.765,22.398,22.465,,,,,,,,,,,,,,32
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,26,7,3,,Random Score,466,,32.569,32.929,,,26.5,27.364,32.929,32.957,32.997,33.698,31.165,31.215,40.005,40.835,27.565,30.733,,13
,,,,,8,,,131,,,,,,,,,,33.714,34.713,31.381,32.263,41.28,41.947,,,,23
,,,,,6,,,3146,,,,,,,,,,38.563,39.03,,,41.997,42.897,,,,15
,,,,,2,,,149,,,,,,,,,,39.815,39.991,,,,,,,,11
,,,,,1,,,1490,,,,,,,,,,40.835,41.146,,,,,,,,13
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,8
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,1
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,45,3,5,,Random Score,4414,,,,48.23,48.247,47.08,47.581,48.315,48.33,45.831,47.08,48.764,49.164,48.259,48.315,,,,3
,,,,,3,,,588,,,,,,47.613,47.902,,,,,,,,,,,,11
,,,,,2,,,211,,,,,,47.997,48.013,,,,,,,,,,,,3
,,,,,7,,,426,,,,,,48.031,48.23,,,,,,,,,,,,1
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,7
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,10
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,7
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,51,1,2,,Random Score,312,,51.997,52.33,51.363,51.98,,,,,,,,,,,,,,20
,,,,,1,,,1004,,52.596,53.196,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,55,6,5,,Random Score,532,,56.052,56.276,58.746,58.756,58.761,59.074,59.079,59.512,55.88,55.928,56.288,57.626,57.632,57.752,57.752,58.746,,23
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,14
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,14
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,24
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,17
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,19
,,,,,3,,,734,,,,,,,,,,,,,,,,,,,19
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,61,2,1,,Random Score,835,,,,66.162,66.395,,,,,,,,,,,,,,21
,,,,,2,,,4415,,,,67.012,68.879,,,,,,,,,,,,,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,71,5,4,,Random Score,826,,73.245,73.568,73.576,73.892,73.206,73.245,71.708,72.162,72.228,72.428,74.927,75.662,74.595,74.927,73.9,74.59,,7
,,,,,5,,,2005,,,,,,,,,,72.461,73.192,,,,,,,,18
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,23
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,5
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,12
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,15
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,17
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,78,1,2,,Random Score,421,,79.062,80.112,79.012,79.054,,,,,,,,,,,,,,55
,,,,,1,,,1713,,80.261,81.444,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,8,0,5,2,962,Random Score,203,,102.286,103.074,16.487,16.941,89.503,99.256,40.199,43.326,17.041,17.457,78.369,78.97,99.256,101.708,65.166,74.803,A3MD34XEB4H6JF,23
,,,,,5,,,451,,107.735,112.687,17.89,20.291,,,43.74,44.044,23.243,34.445,83.752,83.768,112.688,113.258,79.366,83.58,,17
,,,,,4,,,1225,,142.495,142.647,,,,,44.06,61.446,137.278,139.043,84.466,89.404,142.195,142.48,114.141,124.81,,23
,,,,,8,,,403,,,,,,,,61.844,64.732,139.589,141.079,,,,,125.091,129.846,,23
,,,,,6,,,298,,,,,,,,129.846,137.278,,,,,,,141.814,142.195,,13
,,,,,3,,,205,,,,,,,,141.345,141.814,,,,,,,,,,15
,,,,,7,,,229,,,,,,,,,,,,,,,,,,,20
,,,,,1,,,219,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,145,2,1,,Random Score,753,,177.67,198.453,199.409,212.867,,,,,,,,,,,,,,21
,,,,,2,,,439,,,,214.503,214.89,,,,,,,,,,,,,,31
,,,,,,,,,,,,216.802,217.505,,,,,,,,,,,,,,
,,,,,,,,,,,,217.885,218.959,,,,,,,,,,,,,,
,3,2,220,2,1,,Random Score,168,,223.677,223.738,236.529,236.693,,,,,,,,,,,,,,17
,,,,,2,,,139,,239.657,240.21,244.028,244.211,,,,,,,,,,,,,,89
,,,,,,,,,,,,244.576,246.112,,,,,,,,,,,,,,
,,,,,,,,,,,,246.741,247.775,,,,,,,,,,,,,,
,,,,,,,,,,,,247.792,247.825,,,,,,,,,,,,,,
,,,,,,,,,,,,248.193,251.93,,,,,,,,,,,,,,
,4,8,254,8,6,,Random Score,3146,,315.524,336.377,,,349.014,349.545,338.545,341.662,348.214,348.646,274.569,315.274,347.081,348.163,336.444,336.595,,17
,,,,,1,,,1490,,,,,,,,341.878,343.195,,,,,,,337.226,338.16,,6
,,,,,8,,,131,,,,,,,,344.738,347.08,,,,,,,343.195,343.212,,7
,,,,,4,,,262,,,,,,,,,,,,,,,,343.262,343.295,,19
,,,,,7,,,2010,,,,,,,,,,,,,,,,343.61,343.627,,6
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,12
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,13
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,350,1,1,,Random Score,177,,396.504,396.786,407.558,408.005,,,,,,,,,,,,,,38
,,,,,2,,,211,,398.019,398.633,412.839,413.735,,,,,,,,,,,,,,20
,,,,,,,,,,399.105,401.338,413.868,414.537,,,,,,,,,,,,,,
,,,,,,,,,,404.404,406.756,420.237,421.885,,,,,,,,,,,,,,
,,,,,,,,,,408.369,409.155,422.221,422.834,,,,,,,,,,,,,,
,,,,,,,,,,412.437,412.673,423.586,423.974,,,,,,,,,,,,,,
,,,,,,,,,,424.421,427.538,443.712,443.763,,,,,,,,,,,,,,
,,,,,,,,,,427.908,428.853,,,,,,,,,,,,,,,,
,,,,,,,,,,430.174,436.338,,,,,,,,,,,,,,,,
,,,,,,,,,,436.371,439.114,,,,,,,,,,,,,,,,
,,,,,,,,,,443.126,443.679,,,,,,,,,,,,,,,,
,6,2,445,2,1,,Random Score,1004,,494.888,496.121,509.439,509.505,,,,,,,,,,,,,,43
,,,,,2,,,312,,505.271,509.372,510.189,524.923,,,,,,,,,,,,,,49
,,,,,,,,,,,,525.024,526.991,,,,,,,,,,,,,,
,,,,,,,,,,,,527.208,530.21,,,,,,,,,,,,,,
,7,8,531,2,7,,Random Score,195,,702.921,706.955,625.693,627.342,689.816,690.453,679.118,679.383,701.837,702.872,710.241,716.091,610.824,610.856,639.444,679.118,,16
,,,,,2,,,302,,707.303,709.386,627.724,631.752,691.3,701.671,679.416,681.827,,,,,611.587,611.653,,,,2
,,,,,8,,,2848,,,,632.351,633.505,,,682.164,686.315,,,,,616.892,616.958,,,,22
,,,,,4,,,1012,,,,634.992,635.14,,,686.514,689.701,,,,,617.77,624.306,,,,3
,,,,,3,,,734,,,,636.908,637.109,,,,,,,,,,,,,,7
,,,,,5,,,532,,,,637.74,637.755,,,,,,,,,,,,,,5
,,,,,1,,,739,,,,638.72,639.311,,,,,,,,,,,,,,10
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,717,1,2,,Random Score,4415,,764.892,765.115,744.012,764.892,,,,,,,,,,,,,,74
,,,,,1,,,835,,765.777,773.695,,,,,,,,,,,,,,,,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,775,2,2,,Random Score,1394,,865.1,866.693,811.341,814.925,836.962,845.697,863.688,865.1,845.697,846.927,,,849.781,850.28,817.658,830.023,,25
,,,,,8,,,1578,,,,816.583,817.624,847.457,848.252,,,848.252,849.781,,,856.932,858.732,831.36,833.825,,13
,,,,,3,,,435,,,,870.416,871.899,876.818,877.106,,,859.331,862.799,,,862.799,863.688,835.627,836.294,,0
,,,,,5,,,2005,,,,875.679,875.917,,,,,877.106,877.15,,,,,836.475,836.962,,17
,,,,,7,,,381,,,,,,,,,,,,,,,,875.584,875.646,,3
,,,,,4,,,826,,,,,,,,,,,,,,,,875.917,876.818,,19
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,3
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,882,1,3,,Random Score,469,,912.443,919.893,919.894,920.588,887.518,889.284,939.494,942.274,911.3,912.443,899.022,902.257,920.604,922.258,902.257,902.437,,18
,,,,,6,,,184,,949.328,955.507,933.354,934.158,892.853,899.022,958.848,959.131,949.229,949.279,948.878,949.028,922.572,928.593,906.105,907.037,,13
,,,,,8,,,110,,955.529,956.114,934.691,939.428,,,,,,,,,929.14,930.668,949.077,949.212,,4
,,,,,5,,,179,,957.4,958.532,958.532,958.848,,,,,,,,,931.973,932.255,,,,21
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,4
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,0
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,5
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,2,0,2,2,541,Random Score,203,,126.898,127.099,111.199,126.581,,,,,,,,,,,,,A2I6ZS386UJVJE,81
,,,,,1,,,219,,,,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,127,4,3,,Random Score,1347,,165.559,178.723,199.43,202.733,131.088,131.587,192.738,194.074,194.189,199.43,178.724,189.569,202.733,203.466,,,,11
,,,,,1,,,753,,,,,,141.466,147.256,,,,,,,,,,,,23
,,,,,6,,,1265,,,,,,156.097,165.559,,,,,,,,,,,,9
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,13
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,9
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,13
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,203,7,3,,Random Score,280,,237.939,238.054,221.068,221.269,,,214.979,220.969,239.425,239.757,237.851,237.921,235.601,237.85,240.091,241.242,,6
,,,,,4,,,171,,,,221.704,223.823,,,,,,,239.757,240.091,241.242,246.362,246.362,250.134,,16
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,23
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,14
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,10
,,,,,6,,,482,,,,,,,,,,,,,,,,,,,15
,,,,,7,,,492,,,,,,,,,,,,,,,,,,,10
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,249,2,1,,Random Score,1490,,263.75,265.852,272.011,277.281,,,,,,,,,,,,,,40
,,,,,2,,,149,,268.055,270.891,277.447,279.3,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,279,1,7,,Random Score,426,,307.464,312.122,,,312.122,317.391,332.635,334.219,334.219,377.775,381.697,383.665,297.019,305.745,305.745,307.464,,0
,,,,,8,,,199,,318.876,319.043,,,331.14,331.573,,,377.924,381.697,,,319.794,319.894,319.761,319.794,,14
,,,,,1,,,177,,319.293,319.725,,,,,,,,,,,,,323.699,323.714,,4
,,,,,3,,,588,,323.732,323.748,,,,,,,,,,,,,329.203,329.371,,24
,,,,,4,,,300,,324.498,325.918,,,,,,,,,,,,,330.621,330.922,,19
,,,,,5,,,4414,,328.954,329.087,,,,,,,,,,,,,,,,11
,,,,,6,,,325,,331.089,331.14,,,,,,,,,,,,,,,,8
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,384,2,1,,Random Score,1004,,387.025,387.853,397.881,401.317,,,,,,,,,,,,,,71
,,,,,2,,,312,,393.409,397.881,401.35,401.903,,,,,,,,,,,,,,86
,,,,,,,,,,,,403.203,403.37,,,,,,,,,,,,,,
,7,2,404,2,1,,Random Score,739,,436.54,443.864,443.915,448.47,,,,,,,,,,,,,,80
,,,,,2,,,302,,,,452.091,452.725,,,,,,,,,,,,,,66
,,,,,,,,,,,,453.358,454.843,,,,,,,,,,,,,,
,8,2,454,2,2,,Random Score,4415,,479.32,481.14,475.666,479.32,,,,,,,,,,,,,,78
,,,,,1,,,835,,481.79,486.211,486.211,489.265,,,,,,,,,,,,,,30
,,,,,,,,,,,,489.565,492.327,,,,,,,,,,,,,,
,9,2,492,2,1,,Random Score,708,,501.662,502.945,507.684,511.872,,,,,,,,,,,,,,92
,,,,,2,,,1394,,503.796,507.684,512.755,513.524,,,,,,,,,,,,,,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,513,1,1,,Random Score,1713,,516.261,516.895,540.479,540.604,,,,,,,,,,,,,,39
,,,,,2,,,421,,524.336,530.177,,,,,,,,,,,,,,,,74
,,,,,,,,,,538.003,538.519,,,,,,,,,,,,,,,,
,,,,,,,,,,539.168,539.754,,,,,,,,,,,,,,,,
,,,,,,,,,,539.83,540.387,,,,,,,,,,,,,,,,
47,1,8,0,4,1,444,Random Score,219,,7.247,7.865,,,,,17.48,18.148,,,56.896,57.994,13.881,14.581,60.763,60.778,AGRKG3YT3KMD8,2
,,,,,7,,,229,,10.617,12.543,,,,,18.397,19.381,,,,,25.413,25.417,,,,5
,,,,,2,,,203,,12.88,13.564,,,,,,,,,,,,,,,,19
,,,,,4,,,1225,,16.929,16.947,,,,,,,,,,,,,,,,20
,,,,,3,,,205,,20.513,20.74,,,,,,,,,,,,,,,,24
,,,,,5,,,451,,,,,,,,,,,,,,,,,,,10
,,,,,6,,,298,,,,,,,,,,,,,,,,,,,17
,,,,,8,,,403,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,61,3,8,,Random Score,330,,122.376,123.827,117.427,118.259,111.21,112.946,124.16,125.394,80.113,99.994,120.077,120.544,99.994,102.261,74.445,80.113,,15
,,,,,5,,,919,,,,119.493,120.077,115.509,115.994,125.693,125.777,,,122.027,122.376,102.929,110.694,,,,8
,,,,,7,,,1203,,,,,,116.06,117.427,,,,,,,,,,,,6
,,,,,3,,,1347,,,,,,118.259,119.493,,,,,,,,,,,,10
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,20
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,13
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,21
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,126,3,3,,Random Score,280,,186.707,186.858,,,142.877,143.592,,,,,186.258,186.641,,,,,,8
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,14
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,6
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,13
,,,,,7,,,492,,,,,,,,,,,,,,,,,,,16
,,,,,6,,,482,,,,,,,,,,,,,,,,,,,1
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,187,1,1,,Random Score,1490,,218.54,230.023,237.154,237.222,,,,,,,,,,,,,,1
,,,,,2,,,149,,235.355,236.388,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,237,1,1,,Random Score,177,,275.386,279.015,279.371,286.052,,,,,,,,,,,,,,45
,,,,,2,,,211,,286.153,286.853,286.936,287.136,,,,,,,,,,,,,,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,290,1,2,,Random Score,312,,309.869,313.236,301.586,302.135,,,,,,,,,,,,,,43
,,,,,1,,,1004,,313.253,313.286,302.919,309.236,,,,,,,,,,,,,,39
,,,,,,,,,,313.401,313.468,,,,,,,,,,,,,,,,
,7,2,315,1,1,,Random Score,739,,324.951,332.485,338.518,339.353,,,,,,,,,,,,,,4
,,,,,2,,,302,,335.367,337.952,341.6,341.849,,,,,,,,,,,,,,66
,,,,,,,,,,339.701,340.252,,,,,,,,,,,,,,,,
,,,,,,,,,,340.434,341.584,,,,,,,,,,,,,,,,
,8,2,342,2,1,,Random Score,835,,353.468,353.767,357.45,380.3,,,,,,,,,,,,,,21
,,,,,2,,,4415,,354.418,357.45,381.449,382.549,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,382,7,5,,Random Score,2005,,424.414,424.564,424.098,424.149,415.049,423.107,424.564,425.298,388.749,389.233,423.107,424.081,400.016,400.881,,,,13
,,,,,7,,,381,,,,,,424.282,424.414,,,396.516,397.202,,,,,,,,23
,,,,,8,,,1578,,,,,,,,,,397.418,397.564,,,,,,,,0
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,14
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,20
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,6
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,25
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,425,8,3,,Random Score,469,,,,,,430.115,431.281,,,,,,,,,438.313,440.634,,15
,,,,,8,,,110,,,,,,431.611,432.463,,,,,,,,,,,,21
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,9
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,20
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,24
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,4
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,18
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,8,0,3,1,269,Random Score,219,,1.66,5.194,10.01,10.31,5.194,7.512,7.927,8.291,7.512,7.927,,,9.393,9.692,8.292,8.693,A26L7403RHRQP8,17
,,,,,3,,,205,,14.475,14.826,27.208,27.275,18.194,18.292,9.692,10.009,47.124,47.442,,,50.457,52.156,52.156,53.74,,9
,,,,,2,,,203,,15.05,17.993,43.741,45.345,19.311,20.57,47.474,48.007,,,,,,,,,,1
,,,,,5,,,451,,18.41,19.243,46.891,46.907,25.724,26.699,48.607,49.091,,,,,,,,,,9
,,,,,4,,,1225,,46.326,46.707,,,26.808,27.208,,,,,,,,,,,,23
,,,,,6,,,298,,,,,,27.892,29.338,,,,,,,,,,,,12
,,,,,7,,,229,,,,,,46.129,46.206,,,,,,,,,,,,2
,,,,,8,,,403,,,,,,46.792,46.891,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,59,3,6,,Random Score,1265,,102.905,103.739,,,87.706,89.206,,,92.959,96.604,83.594,87.623,98.273,100.154,100.154,102.905,,3
,,,,,3,,,1347,,,,,,89.955,90.972,,,,,90.988,91.19,,,,,,9
,,,,,5,,,919,,,,,,91.322,92.74,,,,,,,,,,,,15
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,5
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,18
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,1
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,20
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,106,2,1,,Random Score,168,,116.706,118.839,112.688,112.805,,,,,,,,,,,,,,18
,,,,,2,,,139,,,,115.421,116.64,,,,,,,,,,,,,,79
,,,,,,,,,,,,118.959,119.655,,,,,,,,,,,,,,
,,,,,,,,,,,,120.306,120.362,,,,,,,,,,,,,,
,,,,,,,,,,,,120.504,120.855,,,,,,,,,,,,,,
,4,2,123,2,1,,Random Score,1490,,126.721,129.904,129.905,131.489,,,,,,,,,,,,,,87
,,,,,2,,,149,,,,131.971,133.221,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
